Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Emission / Removal / Bunker,Gas,State,Economic Activity,Product,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Jammu & Kashmir,Agriculture,Cotton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Agriculture,Cotton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Karnataka,Agriculture,Cotton,1691.32,1715.79,2118.83,1877.01,2313.59,3215.82,3454.62,3573.37,4951.62,6339.22,5117.87
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Kerala,Agriculture,Cotton,10.72,6.84,5.11,5.54,4.25,0.94,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Lakshadweep,Agriculture,Cotton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Agriculture,Cotton,2059.38,2325.32,2463.57,2411.47,2443.06,4933.84,5757.7,6189.52,5318.67,5023.59,5789.36
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Agriculture,Cotton,8938.1,12245.18,18469.97,15019.67,15974.66,22569.66,21663.33,21710.11,24583.2,21471.89,19072.37
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Manipur,Agriculture,Cotton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Meghalaya,Agriculture,Cotton,22.46,22.24,19.58,21.3,17.42,3.96,0.0,0.0,135.09,175.76,188.84
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Mizoram,Agriculture,Cotton,0.94,11.23,5.04,11.66,5.47,0.58,0.0,0.0,35.41,46.07,49.5
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Nagaland,Agriculture,Cotton,3.67,1.22,0.0,0.0,0.0,0.0,0.0,0.0,5.13,6.67,7.16
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Odisha,Agriculture,Cotton,392.67,337.19,346.9,322.72,395.48,645.73,881.65,1097.56,933.47,1078.85,1151.54
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Puducherry,Agriculture,Cotton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Punjab,Agriculture,Cotton,6673.17,7505.88,7012.15,7477.09,6258.62,5977.93,6477.41,5973.61,5688.6,4871.01,2123.15
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Agriculture,Cotton,2451.41,2246.15,2399.09,2232.98,2487.4,2593.19,3530.19,3983.61,3786.4,4223.27,3949.06
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Sikkim,Agriculture,Cotton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Agriculture,Cotton,600.74,630.47,592.32,621.4,644.79,1133.55,1295.48,1403.44,1240.78,1774.81,1290.44
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Telangana,Agriculture,Cotton,3642.31,3700.92,5413.42,4292.57,5074.6,8182.58,8556.05,11529.28,12071.74,11180.51,11069.17
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Tripura,Agriculture,Cotton,4.53,4.61,4.39,1.08,3.02,1.01,0.0,0.0,25.17,32.75,35.19
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Agriculture,Cotton,14.39,18.71,19.72,8.35,11.95,3.6,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Agriculture,Cotton,0.0,0.0,0.0,15.11,5.04,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Cotton,,Emissions,CO2e (t) GWP-AR2,West Bengal,Agriculture,Cotton,15.11,36.06,39.08,9.5,7.13,2.38,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Andaman & Nicobar Islands,Agriculture,Sugarcane,27.45,16.07,15.36,14.66,10.56,10.44,11.35,2.89,19.26,25.66,25.38
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Andhra Pradesh,Agriculture,Sugarcane,62181.7,74874.71,74737.14,60126.39,45707.49,51224.54,58846.68,57366.96,55860.09,49064.02,44478.52
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Arunachal Pradesh,Agriculture,Sugarcane,75.65,78.82,96.41,107.9,122.8,133.82,139.57,141.27,160.92,167.26,165.44
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Assam,Agriculture,Sugarcane,4102.09,4733.91,4685.59,5018.8,5015.99,5024.55,4758.31,4783.5,4988.98,5128.42,4955.5
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Bihar,Agriculture,Sugarcane,20085.77,26042.74,20548.81,21973.14,23524.95,50813.86,54691.82,58072.32,60269.68,64488.92,68098.97
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Chandigarh,Agriculture,Sugarcane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Chhattisgarh,Agriculture,Sugarcane,76.0,85.03,118.69,121.63,132.53,111.66,111.66,159.86,121.51,199.39,297.09
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Dadra & Nagar Haveli,Agriculture,Sugarcane,108.26,109.27,140.78,38.16,0.0,0.0,187.19,248.74,173.31,148.12,146.51
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Daman & Diu,Agriculture,Sugarcane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Delhi,Agriculture,Sugarcane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Goa,Agriculture,Sugarcane,267.76,269.64,265.07,239.15,241.84,233.75,221.37,216.51,360.94,408.95,404.51
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Gujarat,Agriculture,Sugarcane,68389.7,72095.95,71779.28,72389.17,61821.66,62959.34,61000.66,59604.95,59041.97,65140.87,62408.09
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Haryana,Agriculture,Sugarcane,38235.37,43302.14,42410.76,28441.95,24788.48,27516.56,31572.33,34329.73,35108.51,34020.09,31314.3
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Himachal Pradesh,Agriculture,Sugarcane,160.92,237.04,274.68,1936.87,783.24,187.19,143.97,180.95,174.85,174.05,121.47
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Jammu & Kashmir,Agriculture,Sugarcane,3.4,3.75,0.94,0.0,0.0,0.0,0.0,0.0,0.07,6.92,9.34
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Agriculture,Sugarcane,665.72,666.19,694.34,1403.21,1981.91,2132.27,2145.08,2161.56,2170.28,2195.95,3045.72
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Karnataka,Agriculture,Sugarcane,81017.93,122301.68,125953.51,112857.67,134477.07,175242.3,183061.79,171242.84,175281.01,198487.29,186721.12
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Kerala,Agriculture,Sugarcane,3556.71,2623.11,1283.11,1225.06,1325.92,1291.32,1244.51,891.6,973.81,782.43,659.77
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Lakshadweep,Agriculture,Sugarcane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Agriculture,Sugarcane,11051.9,12717.36,14480.18,14197.52,12408.9,12357.3,12547.3,12435.46,14265.4,19791.69,23058.51
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Agriculture,Sugarcane,160722.25,322018.02,403323.3,317120.14,296881.2,363408.39,401231.09,346789.24,352270.97,388215.5,353576.23
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Manipur,Agriculture,Sugarcane,106.5,107.9,86.09,94.65,99.93,1084.08,1524.72,1487.27,856.99,654.64,647.54
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Meghalaya,Agriculture,Sugarcane,0.0,0.0,0.0,1.06,0.35,0.0,0.0,0.67,0.54,0.42,0.41
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Mizoram,Agriculture,Sugarcane,22.87,21.58,8.21,49.14,59.7,42.69,35.6,32.63,49.25,55.0,54.4
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Nagaland,Agriculture,Sugarcane,908.74,1070.36,1144.48,943.8,755.91,830.27,873.8,878.92,1311.11,1453.51,1437.74
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Odisha,Agriculture,Sugarcane,4783.99,5742.58,5351.78,3559.41,2481.66,3751.87,4172.03,4388.65,4412.2,3641.95,2878.08
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Puducherry,Agriculture,Sugarcane,702.78,737.97,988.14,838.95,1060.5,1267.1,1338.28,1409.0,1508.71,1534.02,1517.37
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Punjab,Agriculture,Sugarcane,23164.06,26882.04,30600.02,24278.28,18496.07,19012.13,24781.44,27456.75,30428.78,32596.24,31394.05
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Agriculture,Sugarcane,2022.49,2781.68,2827.89,2062.36,1667.46,1698.89,2019.48,1943.1,1748.1,1864.22,2066.42
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Sikkim,Agriculture,Sugarcane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Agriculture,Sugarcane,150965.78,185873.73,182189.18,160077.4,143137.73,155406.36,175905.09,164591.77,153975.45,136911.32,126181.14
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Telangana,Agriculture,Sugarcane,18402.26,22158.68,22117.96,17794.01,13526.83,15159.56,17415.29,16977.37,16531.42,15883.32,12418.28
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Tripura,Agriculture,Sugarcane,246.54,210.88,214.05,236.68,218.62,218.04,213.46,212.65,328.41,366.5,362.52
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Agriculture,Sugarcane,580714.64,618472.42,595750.76,529910.86,540066.34,561537.96,594644.39,617046.16,629233.95,626160.28,667613.45
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Agriculture,Sugarcane,29137.46,28657.76,34198.37,28683.56,27111.92,29715.68,29827.1,31274.96,28857.4,28658.94,28257.89
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Sugarcane,,Emissions,CO2e (t) GWP-AR2,West Bengal,Agriculture,Sugarcane,5601.95,5920.38,5961.32,7256.39,5442.91,5163.89,7246.33,7661.77,8740.37,9689.7,9770.56
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Andaman & Nicobar Islands,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Andhra Pradesh,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Arunachal Pradesh,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Assam,Agriculture,Jute,1172.61,1231.37,1381.17,1273.91,1477.02,1414.65,1337.48,1246.28,1479.9,1649.27,1838.04
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Bihar,Agriculture,Jute,2704.46,2762.62,2734.93,2736.9,2516.86,2519.54,3079.11,3255.51,3268.2,3142.57,2924.39
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Chandigarh,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Chhattisgarh,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Dadra & Nagar Haveli,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Daman & Diu,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Delhi,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Goa,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Gujarat,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Haryana,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Himachal Pradesh,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Jammu & Kashmir,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Agriculture,Jute,2.24,2.18,2.18,2.18,1.86,1.75,0.44,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Karnataka,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Kerala,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Lakshadweep,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,3.28,2.73,2.02,2.62,5.63,9.83
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Manipur,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Meghalaya,Agriculture,Jute,69.2,76.73,76.29,76.4,75.97,74.66,74.27,75.59,110.87,125.6,120.99
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Mizoram,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Nagaland,Agriculture,Jute,20.86,15.4,13.71,13.16,6.5,9.28,12.56,12.62,19.47,22.37,21.55
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Odisha,Agriculture,Jute,95.14,102.56,107.7,105.51,75.91,75.59,72.09,45.82,41.9,27.37,29.34
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Puducherry,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Punjab,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agriculture, Forestry and Other Land Use",Aggregate Sources and non-CO2 emissions sources on land ,Biomass Burning in Cropland,Direct,Vegetal,Jute,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Agriculture,Jute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
